0	2.35	4.13
#Wait for 2600 seconds ... att 2.35	4.13 
2700	2.35	4.23
#Wait for 6900 seconds ... att 2.35	4.23 
9700	2.25	4.33
9800	2.35	4.43
#Wait for 1600 seconds ... att 2.35	4.43 
11500	2.35	4.53
11600	2.45	4.63
11700	2.55	4.63
11800	2.65	4.63
11900	2.75	4.63
12000	2.85	4.63
12100	2.95	4.63
12200	3.05	4.63
12300	3.15	4.63
12400	3.25	4.53
#Wait for 7800 seconds ... att 3.25	4.53 
20300	3.35	4.43
20400	3.45	4.33
20500	3.55	4.23
20600	3.65	4.23
20700	3.75	4.23
20800	3.85	4.23
20900	3.95	4.23
21000	4.05	4.23
21100	4.15	4.23
21200	4.25	4.23
21300	4.35	4.23
21400	4.45	4.23
21500	4.55	4.23
21600	4.65	4.23
21700	4.75	4.23
21800	4.85	4.13
21900	4.95	4.03
22000	5.05	3.93
22100	5.15	3.93
22200	5.25	3.93
22300	5.35	3.93
22400	5.45	3.83
22500	5.55	3.73
22600	5.65	3.73
22700	5.75	3.83
22800	5.75	3.93
22900	5.75	4.03
23000	5.75	4.13
23100	5.75	4.23
23200	5.85	4.33
23300	5.85	4.43
23400	5.85	4.53
23500	5.85	4.63
23600	5.95	4.73
23700	5.85	4.83
23800	5.85	4.93
23900	5.95	5.03
24000	5.85	5.13
24100	5.85	5.23
24200	5.75	5.23
