0	6.15	0.53
100	6.15	0.63
#Wait for 3300 seconds ... at 6.15	0.63 
3500	6.15	0.73
3600	6.15	0.83
3700	6.15	0.93
3800	6.05	1.03
3900	5.95	1.13
4000	5.85	1.23
4100	5.75	1.33
4200	5.65	1.43
4300	5.65	1.53
4400	5.55	1.63
4500	5.65	1.73
#Wait for 1300 seconds ... at 5.65	1.73 
5900	5.75	1.83
6000	5.75	1.93
6100	5.85	2.03
#Wait for 8100 seconds ... at 5.85	2.03 
14300	5.85	2.13
14400	5.95	2.23
14500	6.05	2.23
#Wait for 6500 seconds ... att 6.05	2.23 
21100	6.15	2.33
21200	6.25	2.33
21300	6.35	2.33
#Wait for 900 seconds ... att 6.35	2.33 
22300	6.45	2.33
22400	6.55	2.43
22500	6.65	2.43
22600	6.75	2.53
#Wait for 3300 seconds ... att 6.75	2.53 
26000	6.85	2.53
26100	6.95	2.53
26200	7.05	2.53
#Wait for 7200 seconds ... att 7.05	2.53 
33500	7.15	2.53
33600	7.25	2.53
33700	7.35	2.53
33800	7.45	2.43
33900	7.55	2.33
#Wait for 3200 seconds ... att 7.55	2.33 
37200	7.65	2.33
37300	7.75	2.33
37400	7.85	2.33
37500	7.95	2.33
37600	8.05	2.33
37700	8.15	2.33
37800	8.25	2.33
37900	8.35	2.23
#Wait for 4300 seconds ... att 8.35	2.23 
42300	8.45	2.23
#Wait for 1500 seconds ... att 8.45	2.23 
43900	8.55	2.13
#Wait for 8200 seconds ... att 8.55	2.13 
52200	8.65	2.13
52300	8.75	2.13
52400	8.85	2.03
52500	8.95	2.03
52600	9.05	2.03
52700	9.15	1.93
52800	9.25	1.83
52900	9.35	1.83
#Wait for 7000 seconds ... att 9.35	1.83 
60000	9.45	1.83
60100	9.55	1.83
#Wait for 4100 seconds ... att 9.55	1.83 
64300	9.65	1.83
64400	9.75	1.73
64500	9.85	1.73
64600	9.95	1.73
64700	10.05	1.63
64800	10.15	1.63
64900	10.25	1.63
65000	10.35	1.53
65100	10.45	1.53
65200	10.55	1.53
